PUMFID,TBC_05A,TBC_05BR,TBC_10AR,TBC_10BR,TBC_15,TBC_20R,TBC_25QR,TBC_30AR,TBC_30BR,TBC_30CR,TBC_30DR,TBC_30ER,TBC_30FR,TBC_30GR,TBC_35,TBC_40,TBC_41A,TBC_41BR,TBC_45AR,TBC_45B,TBC_45F,TBC_45GR,TBC_50R,OTP_05AR,OTP_05BR,OTP_05CR,OTP_05DR,OTP_05ER,VAP_05AR,VAP_05BR,VAP_10R,VAP_15AR,VAP_15BR,VAP_15CR,VAP_20R,VAP_21R,VAP_30R,VAP_35R,VAP_40A,VAP_40BR,VAP_40HR,VAP_41A,VAP_41BR,VAP_41IR,VAP_45R,VAP_60,CAN_05A,CAN_05BR,CAN_10A,CAN_10BR,CAN_15AR,CAN_15BR,CAN_17R,CAN_20A,CAN_20BR,CAN_25AR,CAN_25BR,CAN_30AR,CAN_30BR,CAN_30CR,CAN_30G,IU_05R,ALC_05,ALC_10R,GENDER,AGEGROUP,PROV_C,ED_05R,INDFLGR,PGDVFLR,SORFLGR,LTC_10R,GEN_01,GEN_05,DV_SS,DV_SSB,DV_VC30,DV_VC30B,DV_VP30R,DVCAN30B,DVVP30BR,FIRSTTRR,CIGWAVR,DV_ALC30,DV_CAN30,WTPP,VERDATE
76650,1,1,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,4,1,5,12,2,2,2,2,1,5,3,2,3,2,3,2,3,3,1,96,1,2,2577.8455,11SEP2023
76651,1,2,1,6,1,6,96,0,0,0,0,0,0,0,1,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,7,46,1,2,2,2,1,4,4,1,1,2,3,2,3,3,1,1,2,2,828.8313,11SEP2023
76652,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,3,1,2,96,2,1,3,2,1,1,2,2,2,2,2,6,2,1,48,9,9,9,9,2,1,2,3,4,1,2,2,2,3,2,96,1,1,700.4108,11SEP2023
76653,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,6,1,1,48,9,9,9,9,2,2,2,3,4,2,3,2,3,3,6,96,2,2,1009.8588,11SEP2023
76654,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,1,1,4,2,1,2,2,2,1,6,2,5,1,2,48,9,9,9,9,2,2,3,3,4,1,2,2,3,3,3,96,1,2,844.0072,11SEP2023
76655,1,3,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,3,4,96,6,96,1,2,96,6,6,6,6,6,6,2,3,4,1,2,11,9,9,9,9,2,1,1,3,4,2,3,2,3,3,2,96,1,2,237.2843,11SEP2023
76656,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,24,9,9,9,9,1,5,5,3,4,2,3,2,3,3,6,96,2,2,762.0814,11SEP2023
76657,1,2,4,6,1,1,4,0,0,0,0,0,0,0,2,2,6,6,2,2,1,2,2,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,2,1,7,47,1,2,2,2,2,3,3,2,3,2,3,2,3,3,1,1,1,2,985.8013,11SEP2023
76658,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,1,6,0,0,3,2,8,2,2,2,1,2,2,1,2,2,1,2,4,96,6,96,2,1,3,2,2,2,2,2,1,2,4,6,2,1,11,9,9,9,9,2,2,2,3,4,1,2,1,3,1,2,96,2,2,91.6664,11SEP2023
76659,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,12,9,9,9,9,2,3,4,3,4,2,3,2,3,3,6,96,2,2,513.2961,11SEP2023
76660,1,99,1,6,1,6,96,0,0,0,0,0,0,0,4,2,6,6,2,2,1,2,2,4,4,4,4,4,1,4,2,0,0,0,2,1,9,9,9,9,9,9,9,9,2,3,1,99,4,96,6,96,2,2,96,6,6,6,6,6,6,1,3,6,1,4,35,2,2,2,2,2,1,1,1,1,2,3,1,3,2,9,1,1,2,6391.6221,11SEP2023
76661,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,35,9,9,9,9,2,1,1,3,4,2,3,2,3,3,6,96,2,2,1648.2541,11SEP2023
76662,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,2,46,9,9,9,9,2,2,2,3,4,2,3,2,3,3,6,96,2,2,502.6704,11SEP2023
76663,1,1,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,7,11,1,1,2,9,1,5,3,2,3,2,3,2,3,3,1,96,1,2,102.5236,11SEP2023
76664,1,4,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,7,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,1,1,7,4,96,6,96,2,1,7,3,6,2,1,2,2,1,3,5,2,6,35,1,2,1,2,2,2,3,2,3,2,3,2,3,3,1,96,1,2,8843.8711,11SEP2023
76665,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,6,2,7,2,2,11,9,9,9,9,2,2,2,3,4,2,3,2,3,3,3,96,1,2,161.9321,11SEP2023
76666,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,7,35,2,2,2,2,2,3,3,3,4,2,3,2,3,3,1,96,2,2,2702.4154,11SEP2023
76667,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,1,2,3,1,2,96,2,2,96,6,6,6,6,6,6,3,2,3,1,1,24,9,9,9,9,2,1,1,3,4,2,3,2,2,3,3,96,1,1,689.7056,11SEP2023
76668,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,1,2,10,9,9,9,9,1,4,4,3,4,2,3,2,3,3,6,96,1,2,333.7276,11SEP2023
76669,1,3,1,6,1,6,96,4,4,4,4,4,4,4,3,2,6,6,2,1,1,2,1,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,7,24,2,2,2,2,2,3,2,1,1,2,3,2,3,3,1,5,2,2,2842.3173,11SEP2023
76670,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,7,35,3,2,2,2,2,4,3,2,3,2,3,2,3,3,1,96,2,2,4580.2518,11SEP2023
76671,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,7,35,1,2,1,2,2,3,3,3,4,2,3,2,3,3,6,96,2,2,8932.0021,11SEP2023
76672,1,3,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,3,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,1,2,96,6,6,6,6,6,6,3,1,4,2,2,59,9,9,9,9,2,2,4,3,4,2,3,2,3,3,3,96,1,2,1213.4317,11SEP2023
76673,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,2,48,9,9,9,9,2,4,4,3,4,2,3,2,3,3,6,96,2,2,693.7929,11SEP2023
76674,1,1,1,6,1,6,96,2,5,4,4,4,4,5,1,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,1,2,2,5,35,3,2,2,2,2,2,2,1,1,2,3,2,3,3,1,4,1,2,8468.8642,11SEP2023
76675,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,3,2,5,1,2,24,9,9,9,9,2,1,2,3,4,2,3,2,3,3,3,96,1,2,1009.8894,11SEP2023
76676,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,48,9,9,9,9,2,3,4,3,4,2,3,2,3,3,6,96,2,2,659.7308,11SEP2023
76677,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,3,35,3,2,2,2,2,2,4,3,4,2,3,2,3,3,6,96,2,2,7904.5153,11SEP2023
76678,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,1,1,47,9,9,9,9,1,3,2,3,4,2,3,2,3,3,6,96,1,2,525.2242,11SEP2023
76679,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,5,1,1,24,9,9,9,9,2,3,1,3,4,2,3,2,3,3,6,96,2,2,716.5345,11SEP2023
76680,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,11,9,9,9,9,2,1,1,3,4,2,3,2,3,3,6,96,2,2,108.9941,11SEP2023
76681,1,1,1,6,1,6,96,2,2,3,3,2,2,2,1,6,6,6,6,6,6,6,6,4,4,4,4,4,1,5,1,1,0,0,1,2,2,1,2,1,2,2,1,2,1,5,1,2,4,96,6,96,9,2,96,6,6,6,6,6,6,1,1,1,1,4,10,1,2,2,2,2,2,2,1,1,2,3,1,3,1,1,3,1,2,1484.6254,11SEP2023
76682,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,11,9,9,9,9,2,2,4,3,4,2,3,2,3,3,6,96,2,2,89.7662,11SEP2023
76683,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,1,4,4,96,6,96,2,2,96,6,6,6,6,6,6,1,3,3,1,6,24,3,2,2,2,2,3,2,3,4,2,3,2,3,3,1,96,1,2,2777.2363,11SEP2023
76684,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,3,4,96,6,96,2,2,96,6,6,6,6,6,6,6,4,6,2,4,24,2,2,2,2,2,3,3,3,4,2,3,2,3,3,3,96,2,2,2966.3686,11SEP2023
76685,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,1,4,7,1,2,59,9,9,9,9,1,2,3,3,4,2,3,2,3,3,1,96,2,2,969.4536,11SEP2023
76686,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,3,35,3,2,1,2,2,3,3,3,4,2,3,2,3,3,6,96,2,2,16591.8495,11SEP2023
76687,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,1,2,4,96,6,96,1,2,96,6,6,6,6,6,6,1,1,3,2,4,59,3,2,2,2,2,3,2,3,4,2,3,2,3,3,1,96,1,2,6095.7098,11SEP2023
76688,1,2,1,6,1,6,96,2,2,1,2,2,2,2,2,2,6,6,2,1,1,2,2,4,4,4,4,4,1,5,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,3,1,2,2,4,46,1,2,2,2,1,1,2,1,1,2,3,2,3,3,3,2,1,2,1189.1799,11SEP2023
76689,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,2,2,3,2,96,2,1,7,3,6,1,2,2,2,1,3,6,1,5,24,2,2,2,2,2,2,2,2,3,2,3,2,2,3,1,96,1,1,8795.9045,11SEP2023
76690,1,2,1,6,1,6,96,0,0,0,0,0,0,0,1,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,4,6,2,7,11,2,2,2,2,1,3,1,1,1,2,3,2,3,3,1,1,2,2,178.3311,11SEP2023
76691,1,1,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,1,6,0,0,3,1,1,4,1,2,2,1,2,2,1,1,1,1,4,96,6,96,2,2,96,6,6,6,6,6,6,1,2,4,2,2,48,9,9,9,9,2,1,3,2,3,2,3,1,3,1,1,96,1,2,846.2799,11SEP2023
76692,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,1,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,2,12,9,9,9,9,2,1,1,3,4,2,3,2,3,3,1,96,2,2,576.8958,11SEP2023
76693,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,3,4,96,6,96,2,2,96,6,6,6,6,6,6,1,1,6,1,5,11,3,2,2,2,2,1,1,2,3,2,3,2,3,3,1,96,1,2,317.2295,11SEP2023
76694,1,3,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,3,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,1,4,7,1,3,10,3,2,2,2,2,1,1,3,4,2,3,2,3,3,1,96,2,2,3006.8538,11SEP2023
76695,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,1,6,0,0,3,1,2,2,1,2,2,1,2,2,1,2,1,1,1,96,2,96,1,1,4,2,1,1,2,2,2,3,3,4,2,2,47,9,9,9,9,1,3,4,3,4,1,2,1,1,1,3,96,1,1,434.0265,11SEP2023
76696,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,59,9,9,9,9,1,5,4,3,4,2,3,2,3,3,6,96,2,2,914.7601,11SEP2023
76697,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,48,9,9,9,9,2,1,4,3,4,2,3,2,3,3,6,96,2,2,676.8732,11SEP2023
76698,1,1,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,1,4,96,6,96,1,2,96,6,6,6,6,6,6,1,2,5,1,4,13,3,2,2,2,2,2,2,2,3,2,3,2,3,3,1,96,1,2,1728.7313,11SEP2023
76699,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,6,2,1,24,9,9,9,9,2,2,2,3,4,2,3,2,3,3,2,96,1,2,770.4588,11SEP2023
76700,1,3,1,6,1,6,96,3,4,4,4,4,4,4,1,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,1,5,2,7,13,3,2,2,2,1,4,5,1,1,2,3,2,3,3,1,4,1,2,501.0579,11SEP2023
76701,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,9,4,4,1,3,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,3,2,6,2,3,35,2,2,2,2,2,2,3,3,4,2,3,2,3,3,3,96,1,2,10054.4034,11SEP2023
76702,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,6,2,3,1,7,13,2,2,2,2,2,3,1,3,4,2,3,2,3,3,3,96,1,2,945.7537,11SEP2023
76703,1,1,1,6,1,6,96,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,1,1,4,96,6,96,1,1,4,3,6,1,2,2,2,1,2,5,1,2,35,9,9,9,9,2,2,2,1,1,2,3,2,3,3,1,3,1,2,1048.3627,11SEP2023
76704,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,7,13,2,2,9,2,2,2,2,3,4,2,3,2,3,3,6,96,2,2,1409.2304,11SEP2023
76705,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,1,1,35,9,9,9,9,2,2,3,3,4,2,3,2,3,3,6,96,1,2,1440.094,11SEP2023
76706,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,5,24,1,2,2,2,2,1,1,3,4,2,3,2,3,3,1,96,1,2,12358.6904,11SEP2023
76707,1,2,1,6,1,6,96,1,1,2,1,2,1,1,3,2,6,6,2,1,1,2,2,4,4,3,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,2,2,1,2,96,2,1,3,3,6,2,1,2,2,1,1,2,1,2,35,9,9,9,9,2,4,4,1,1,2,3,2,2,3,1,2,1,1,1792.1636,11SEP2023
76708,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,2,35,9,9,9,9,2,2,3,3,4,2,3,2,3,3,6,96,2,2,1768.6157,11SEP2023
76709,1,3,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,3,1,5,48,3,2,2,2,2,2,4,2,3,2,3,2,3,3,1,96,1,2,8133.9627,11SEP2023
76710,1,2,1,6,1,6,96,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,4,4,4,4,4,1,7,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,1,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,1,4,7,2,7,24,3,2,2,2,2,3,3,1,1,2,3,2,3,3,1,2,2,2,5354.9142,11SEP2023
76711,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,35,9,9,9,9,2,2,2,3,4,2,3,2,3,3,6,96,2,2,1383.2674,11SEP2023
76712,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,3,1,2,96,1,1,4,2,1,1,2,2,2,3,3,6,2,2,48,9,9,9,9,2,3,3,3,4,1,2,2,2,3,3,96,1,1,1245.5508,11SEP2023
76713,1,1,2,1,1,6,96,99,99,99,99,99,99,99,1,6,6,6,6,6,6,6,6,3,4,4,4,4,1,1,1,2,2,99,2,1,4,2,2,2,1,2,2,1,1,7,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,3,5,2,1,11,9,9,9,9,2,5,5,1,2,2,3,1,3,1,1,99,1,2,88.1241,11SEP2023
76714,1,3,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,3,12,2,2,1,2,2,3,3,3,4,2,3,2,3,3,1,96,2,2,3368.2785,11SEP2023
76715,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,3,2,4,1,7,35,2,2,2,2,2,2,2,3,4,2,3,2,3,3,3,96,1,2,4515.5912,11SEP2023
76716,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,7,59,2,2,2,2,2,3,3,2,3,2,3,2,3,3,1,96,2,2,3338.0877,11SEP2023
76717,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,1,0,0,0,3,3,4,2,1,1,2,2,1,2,2,1,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,10,9,9,9,9,2,2,3,3,4,2,3,1,3,1,2,96,2,2,374.3968,11SEP2023
76718,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,6,2,1,35,9,9,9,9,2,1,2,3,4,2,3,2,3,3,6,96,2,2,1363.5557,11SEP2023
76719,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,59,9,9,9,9,2,1,1,3,4,2,3,2,3,3,6,96,2,2,634.8812,11SEP2023
76720,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,2,1,3,3,6,9,9,9,9,2,3,4,2,1,59,9,9,9,9,2,2,3,3,4,2,3,2,3,3,2,96,1,2,660.1808,11SEP2023
